ef0,f0,ef1,f1,ef2,f2,ef4,f4,ef8,f8
-77.16467111682627,938.7802934884369,-77.16467111682627,852.9850914293049,-77.16467111682627,925.248005326579,-77.16467111682627,932.714476467575,-77.16467111682627,937.1491464855887
-77.16427111682627,938.8832804377931,-77.16427111682627,853.1234118553416,-77.16427111682627,925.3517318795259,-77.16427111682627,932.8172881288489,-77.16427111682627,937.2517140170908
-77.16387111682627,938.9860349098702,-77.16387111682627,853.2615308022846,-77.16387111682627,925.4552297193926,-77.16387111682627,932.919868820567,-77.16387111682627,937.354049346245
-77.16347111682627,939.0885568419687,-77.16347111682627,853.3994481868709,-77.16347111682627,925.5584987830435,-77.16347111682627,933.0222184801023,-77.16347111682627,937.4561524105674
-77.16307111682627,939.190846171527,-77.16307111682627,853.537163925956,-77.16307111682627,925.6615390074776,-77.16307111682627,933.1243370449646,-77.16307111682627,937.5580231477132
-77.16267111682627,939.2929028361224,-77.16267111682627,853.6746779365126,-77.16267111682627,925.7643503298337,-77.16267111682627,933.2262244528046,-77.16267111682627,937.6596614954777
-77.16227111682628,939.3947267734753,-77.16227111682628,853.811990135631,-77.16227111682628,925.8669326873871,-77.16227111682628,933.327880641412,-77.16227111682628,937.7610673917956
-77.16187111682628,939.4963179214442,-77.16187111682628,853.9491004405209,-77.16187111682628,925.9692860175518,-77.16187111682628,933.4293055487155,-77.16187111682628,937.8622407747403
-77.16147111682628,939.5976762180273,-77.16147111682628,854.086008768509,-77.16147111682628,926.0714102578793,-77.16147111682628,933.530499112783,-77.16147111682628,937.9631815825301
-77.16107111682628,939.6988016013661,-77.16107111682628,854.2227150370404,-77.16107111682628,926.1733053460579,-77.16107111682628,933.631461271822,-77.16107111682628,938.0638897535176
-77.16067111682628,939.7996940097398,-77.16067111682628,854.3592191636776,-77.16067111682628,926.2749712199151,-77.16067111682628,933.7321919641782,-77.16067111682628,938.1643652261998
-77.16027111682628,939.9003533815691,-77.16027111682628,854.4955210661024,-77.16027111682628,926.3764078174165,-77.16027111682628,933.8326911283398,-77.16027111682628,938.2646079392122
-77.15987111682628,940.0007796554131,-77.15987111682628,854.631620662114,-77.15987111682628,926.4776150766647,-77.15987111682628,933.9329587029308,-77.15987111682628,938.3646178313312
-77.15947111682627,940.1009727699743,-77.15947111682627,854.7675178696312,-77.15947111682627,926.5785929359005,-77.15947111682627,934.0329946267179,-77.15947111682627,938.464394841473
-77.15907111682627,940.2009326640951,-77.15907111682627,854.9032126066892,-77.15907111682627,926.6793413335031,-77.15907111682627,934.1327988386053,-77.15907111682627,938.5639389086939
-77.15867111682627,940.3006592767556,-77.15867111682627,855.0387047914429,-77.15867111682627,926.7798602079902,-77.15867111682627,934.232371277638,-77.15867111682627,938.6632499721926
-77.15827111682627,940.4001525470802,-77.15827111682627,855.1739943421668,-77.15827111682627,926.8801494980175,-77.15827111682627,934.3317118830004,-77.15827111682627,938.7623279713052
-77.15787111682627,940.4994124143335,-77.15787111682627,855.3090811772529,-77.15787111682627,926.9802091423783,-77.15787111682627,934.4308205940154,-77.15787111682627,938.8611728455118
-77.15747111682627,940.5984388179174,-77.15747111682627,855.4439652152103,-77.15747111682627,927.0800390800049,-77.15747111682627,934.5296973501484,-77.15747111682627,938.9597845344315
-77.15707111682627,940.6972316973782,-77.15707111682627,855.5786463746707,-77.15707111682627,927.1796392499674,-77.15707111682627,934.6283420910027,-77.15707111682627,939.058162977822
-77.15667111682627,940.7957909924019,-77.15667111682627,855.7131245743806,-77.15667111682627,927.2790095914744,-77.15667111682627,934.726754756321,-77.15667111682627,939.1563081155857
-77.15627111682628,940.8941166428148,-77.15627111682628,855.8473997332078,-77.15627111682628,927.378150043874,-77.15627111682628,934.8249352859892,-77.15627111682628,939.2542198877624
-77.15587111682628,940.992208588585,-77.15587111682628,855.9814717701385,-77.15587111682628,927.4770605466523,-77.15587111682628,934.9228836200292,-77.15587111682628,939.351898234535
-77.15547111682628,941.0900667698216,-77.15547111682628,856.1153406042781,-77.15547111682628,927.575741039432,-77.15547111682628,935.0205996986056,-77.15547111682628,939.4493430962266
-77.15507111682628,941.1876911267739,-77.15507111682628,856.2490061548506,-77.15507111682628,927.6741914619778,-77.15507111682628,935.1180834620208,-77.15507111682628,939.5465544132999
-77.15467111682628,941.2850815998319,-77.15467111682628,856.3824683411992,-77.15467111682628,927.7724117541901,-77.15467111682628,935.2153348507209,-77.15467111682628,939.6435321263606
-77.15427111682628,941.382238129529,-77.15427111682628,856.5157270827867,-77.15427111682628,927.8704018561094,-77.15427111682628,935.3123538052895,-77.15427111682628,939.740276176153
-77.15387111682628,941.4791606565375,-77.15387111682628,856.6487822991944,-77.15387111682628,927.9681617079144,-77.15387111682628,935.4091402664491,-77.15387111682628,939.8367865035644
-77.15347111682627,941.5758491216717,-77.15347111682627,856.781633910125,-77.15347111682627,928.0656912499247,-77.15347111682627,935.505694175067,-77.15347111682627,939.9330630496239
-77.15307111682627,941.672303465887,-77.15307111682627,856.9142818353977,-77.15307111682627,928.1629904225946,-77.15307111682627,935.6020154721468,-77.15307111682627,940.0291057554983
-77.15267111682627,941.7685236302799,-77.15267111682627,857.0467259949531,-77.15267111682627,928.260059166521,-77.15267111682627,935.6981040988352,-77.15267111682627,940.1249145625
-77.15227111682627,941.8645095560901,-77.15227111682627,857.1789663088507,-77.15227111682627,928.3568974224384,-77.15227111682627,935.7939599964169,-77.15227111682627,940.2204894120787
-77.15187111682627,941.9602611846962,-77.15187111682627,857.3110026972709,-77.15187111682627,928.4535051312198,-77.15187111682627,935.8895831063206,-77.15187111682627,940.3158302458284
-77.15147111682627,942.0557784576193,-77.15147111682627,857.4428350805107,-77.15147111682627,928.5498822338782,-77.15147111682627,935.9849733701104,-77.15147111682627,940.4109370054819
-77.15107111682627,942.1510613165224,-77.15107111682627,857.5744633789902,-77.15107111682627,928.6460286715642,-77.15107111682627,936.0801307294963,-77.15107111682627,940.5058096329146
-77.15067111682627,942.246109703209,-77.15067111682627,857.7058875132468,-77.15067111682627,928.7419443855702,-77.15067111682627,936.1750551263245,-77.15067111682627,940.6004480701445
-77.15027111682627,942.3409235596263,-77.15027111682627,857.8371074039401,-77.15027111682627,928.837629317325,-77.15027111682627,936.2697465025858,-77.15027111682627,940.6948522593298
-77.14987111682628,942.4355028278592,-77.14987111682628,857.968122971847,-77.14987111682628,928.9330834083985,-77.14987111682628,936.3642048004094,-77.14987111682628,940.7890221427696
-77.14947111682628,942.5298474501388,-77.14947111682628,858.0989341378661,-77.14947111682628,929.0283066004984,-77.14947111682628,936.4584299620647,-77.14947111682628,940.8829576629054
-77.14907111682628,942.6239573688365,-77.14907111682628,858.2295408230164,-77.14907111682628,929.1232988354727,-77.14907111682628,936.5524219299649,-77.14907111682628,940.9766587623213
-77.14867111682628,942.7178325264628,-77.14867111682628,858.3599429484362,-77.14867111682628,929.218060055309,-77.14867111682628,936.6461806466608,-77.14867111682628,941.0701253837414
-77.14827111682628,942.8114728656732,-77.14827111682628,858.4901404353836,-77.14827111682628,929.3125902021336,-77.14827111682628,936.7397060548458,-77.14827111682628,941.1633574700312
-77.14787111682628,942.904878329265,-77.14787111682628,858.6201332052377,-77.14787111682628,929.4068892182121,-77.14787111682628,936.8329980973544,-77.14787111682628,941.2563549642003
-77.14747111682627,942.9980488601759,-77.14747111682627,858.7499211794976,-77.14747111682627,929.5009570459512,-77.14747111682627,936.926056717162,-77.14747111682627,941.3491178093988
-77.14707111682627,943.0909844014858,-77.14707111682627,858.8795042797826,-77.14707111682627,929.594793627895,-77.14707111682627,937.0188818573832,-77.14707111682627,941.4416459489177
-77.14667111682627,943.1836848964169,-77.14667111682627,859.0088824278334,-77.14667111682627,929.6883989067286,-77.14667111682627,937.1114734612767,-77.14667111682627,941.5339393261905
-77.14627111682627,943.2761502883343,-77.14627111682627,859.13805554551,-77.14627111682627,929.7817728252763,-77.14627111682627,937.203831472241,-77.14627111682627,941.6259978847949
-77.14587111682627,943.3683805207437,-77.14587111682627,859.2670235547935,-77.14587111682627,929.8749153265023,-77.14587111682627,937.295955833815,-77.14587111682627,941.7178215684463
-77.14547111682627,943.4603755372946,-77.14547111682627,859.3957863777858,-77.14547111682627,929.9678263535114,-77.14547111682627,937.3878464896801,-77.14547111682627,941.8094103210065
-77.14507111682627,943.5521352817767,-77.14507111682627,859.524343936709,-77.14507111682627,930.0605058495453,-77.14507111682627,937.4795033836588,-77.14507111682627,941.9007640864755
-77.14467111682627,943.6436596981256,-77.14467111682627,859.6526961539067,-77.14467111682627,930.1529537579895,-77.14467111682627,937.5709264597137,-77.14467111682627,941.9918828089986
-77.14427111682627,943.7349487304136,-77.14427111682627,859.780842951842,-77.14427111682627,930.2451700223655,-77.14427111682627,937.6621156619505,-77.14427111682627,942.0827664328617
-77.14387111682628,943.8260023228612,-77.14387111682628,859.9087842531013,-77.14387111682628,930.3371545863384,-77.14387111682628,937.7530709346163,-77.14387111682628,942.173414902494
-77.14347111682628,943.9168204198259,-77.14347111682628,860.0365199803887,-77.14347111682628,930.4289073937105,-77.14347111682628,937.8437922220976,-77.14347111682628,942.2638281624644
-77.14307111682628,944.007402965813,-77.14307111682628,860.1640500565322,-77.14307111682628,930.5204283884253,-77.14307111682628,937.934279468925,-77.14307111682628,942.3540061574872
-77.14267111682628,944.0977499054657,-77.14267111682628,860.291374404479,-77.14267111682628,930.6117175145667,-77.14267111682628,938.0245326197685,-77.14267111682628,942.443948832418
-77.14227111682628,944.1878611835726,-77.14227111682628,860.4184929472985,-77.14227111682628,930.7027747163578,-77.14227111682628,938.1145516194401,-77.14227111682628,942.5336561322532
-77.14187111682628,944.277736745064,-77.14187111682628,860.5454056081805,-77.14187111682628,930.7935999381625,-77.14187111682628,938.2043364128962,-77.14187111682628,942.6231280021348
-77.14147111682627,944.3673765350125,-77.14147111682627,860.6721123104375,-77.14147111682627,930.884193124485,-77.14147111682627,938.2938869452308,-77.14147111682627,942.7123643873441
-77.14107111682627,944.4567804986333,-77.14107111682627,860.7986129775004,-77.14107111682627,930.9745542199684,-77.14107111682627,938.3832031616829,-77.14107111682627,942.8013652333069
-77.14067111682627,944.5459485812843,-77.14067111682627,860.9249075329254,-77.14067111682627,931.0646831693983,-77.14067111682627,938.4722850076316,-77.14067111682627,942.8901304855913
-77.14027111682627,944.634880728468,-77.14027111682627,861.0509959003869,-77.14027111682627,931.1545799176997,-77.14027111682627,938.5611324285987,-77.14027111682627,942.9786600899075
-77.13987111682627,944.7235768858268,-77.13987111682627,861.1768780036833,-77.13987111682627,931.2442444099361,-77.13987111682627,938.6497453702463,-77.13987111682627,943.0669539921088
-77.13947111682627,944.8120369991481,-77.13947111682627,861.3025537667321,-77.13947111682627,931.333676591316,-77.13947111682627,938.7381237783808,-77.13947111682627,943.155012138191
-77.13907111682627,944.9002610143608,-77.13907111682627,861.4280231135742,-77.13907111682627,931.4228764071838,-77.13907111682627,938.8262675989488,-77.13907111682627,943.242834474293
-77.13867111682627,944.9882488775378,-77.13867111682627,861.5532859683711,-77.13867111682627,931.5118438030265,-77.13867111682627,938.9141767780397,-77.13867111682627,943.3304209466954
-77.13827111682627,945.0760005348942,-77.13827111682627,861.678342255407,-77.13827111682627,931.6005787244706,-77.13827111682627,939.0018512618843,-77.13827111682627,943.4177715018242
-77.13787111682628,945.1635159327885,-77.13787111682628,861.8031918990881,-77.13787111682628,931.6890811172844,-77.13787111682628,939.0892909968561,-77.13787111682628,943.5048860862453
-77.13747111682628,945.2507950177229,-77.13747111682628,861.9278348239416,-77.13747111682628,931.7773509273783,-77.13747111682628,939.176495929472,-77.13747111682628,943.5917646466689
-77.13707111682628,945.3378377363407,-77.13707111682628,862.0522709546161,-77.13707111682628,931.8653881007983,-77.13707111682628,939.2634660063878,-77.13707111682628,943.678407129949
-77.13667111682628,945.4246440354311,-77.13667111682628,862.1765002158838,-77.13667111682628,931.9531925837377,-77.13667111682628,939.3502011744048,-77.13667111682628,943.7648134830811
-77.13627111682628,945.5112138619245,-77.13627111682628,862.3005225326385,-77.13627111682628,932.0407643225251,-77.13627111682628,939.4367013804646,-77.13627111682628,943.8509836532037
-77.13587111682628,945.5975471628943,-77.13587111682628,862.4243378298947,-77.13587111682628,932.1281032636327,-77.13587111682628,939.5229665716524,-77.13587111682628,943.9369175876013
-77.13547111682627,945.6836438855596,-77.13547111682627,862.5479460327912,-77.13547111682627,932.215209353673,-77.13547111682627,939.6089966951945,-77.13547111682627,944.0226152336978
-77.13507111682627,945.7695039772801,-77.13507111682627,862.6713470665884,-77.13507111682627,932.3020825394,-77.13507111682627,939.6947916984597,-77.13507111682627,944.1080765390623
-77.13467111682627,945.8551273855603,-77.13467111682627,862.7945408566678,-77.13467111682627,932.3887227677078,-77.13467111682627,939.7803515289619,-77.13467111682627,944.1933014514065
-77.13427111682627,945.9405140580478,-77.13427111682627,862.9175273285335,-77.13427111682627,932.4751299856316,-77.13427111682627,939.8656761343534,-77.13427111682627,944.2782899185864
-77.13387111682627,946.0256639425339,-77.13387111682627,863.0403064078147,-77.13387111682627,932.5613041403483,-77.13387111682627,939.9507654624321,-77.13387111682627,944.3630418885991
-77.13347111682627,946.1105769869528,-77.13347111682627,863.16287802026,-77.13347111682627,932.6472451791748,-77.13347111682627,940.0356194611376,-77.13347111682627,944.447557309589
-77.13307111682627,946.195253139383,-77.13307111682627,863.2852420917418,-77.13307111682627,932.7329530495706,-77.13307111682627,940.1202380785513,-77.13307111682627,944.5318361298399
-77.13267111682627,946.2796923480461,-77.13267111682627,863.407398548254,-77.13267111682627,932.8184276991357,-77.13267111682627,940.2046212628986,-77.13267111682627,944.6158782977801
-77.13227111682627,946.3638945613069,-77.13227111682627,863.5293473159155,-77.13227111682627,932.903669075611,-77.13227111682627,940.2887689625462,-77.13227111682627,944.6996837619824
-77.13187111682628,946.4478597276751,-77.13187111682628,863.6510883209661,-77.13187111682628,932.9886771268782,-77.13187111682628,940.3726811260054,-77.13187111682628,944.7832524711633
-77.13147111682628,946.5315877958036,-77.13147111682628,863.7726214897681,-77.13147111682628,933.0734518009625,-77.13147111682628,940.456357701929,-77.13147111682628,944.8665843741821
-77.13107111682628,946.6150787144877,-77.13107111682628,863.8939467488086,-77.13107111682628,933.1579930460283,-77.13107111682628,940.5397986391125,-77.13107111682628,944.9496794200419
-77.13067111682628,946.6983324326685,-77.13067111682628,864.015064024695,-77.13067111682628,933.242300810382,-77.13067111682628,940.6230038864949,-77.13067111682628,945.0325375578883
-77.13027111682628,946.7813488994306,-77.13027111682628,864.1359732441598,-77.13027111682628,933.3263750424704,-77.13027111682628,940.7059733931563,-77.13027111682628,945.1151587370138
-77.12987111682628,946.8641280640012,-77.12987111682628,864.2566743340583,-77.12987111682628,933.4102156908862,-77.12987111682628,940.788707108325,-77.12987111682628,945.1975429068515
-77.12947111682628,946.9466698757519,-77.12947111682628,864.3771672213676,-77.12947111682628,933.493822704357,-77.12947111682628,940.8712049813658,-77.12947111682628,945.2796900169786
-77.12907111682627,947.0289742841992,-77.12907111682627,864.4974518331887,-77.12907111682627,933.5771960317575,-77.12907111682627,940.9534669617901,-77.12907111682627,945.3616000171181
-77.12867111682627,947.1110412390029,-77.12867111682627,864.6175280967464,-77.12867111682627,933.6603356221005,-77.12867111682627,941.0354929992523,-77.12867111682627,945.443272857136
