Coefficient,Term,Coefficient type
-74.31800027762952,I,<class 'numpy.float64'>
-0.4229453586509974,Z11,<class 'numpy.float64'>
-0.422945355925093,Z10,<class 'numpy.float64'>
0.1609765995829229,Z10 Z11,<class 'numpy.float64'>
0.0126910256613214,X9 X11,<class 'numpy.float64'>
0.0037255325526275,X9 Z10 X11,<class 'numpy.float64'>
0.0126910256613214,Y9 Y11,<class 'numpy.float64'>
0.0037255325526275,Y9 Z10 Y11,<class 'numpy.float64'>
-0.2767819341777932,Z9,<class 'numpy.float64'>
0.0966755381112257,Z9 Z11,<class 'numpy.float64'>
0.1042319306504625,Z9 Z10,<class 'numpy.float64'>
0.0002241623757139,X8 X10,<class 'numpy.float64'>
-0.0075563921535386,X8 X9 Y10 Y11,<class 'numpy.float64'>
0.0075563921535386,X8 Y9 Y10 X11,<class 'numpy.float64'>
0.0037255346818032,X8 Z9 X10,<class 'numpy.float64'>
0.0126910243336297,X8 Z9 X10 Z11,<class 'numpy.float64'>
0.0002241623757139,Y8 Y10,<class 'numpy.float64'>
0.0075563921535386,Y8 X9 X10 Y11,<class 'numpy.float64'>
-0.0075563921535386,Y8 Y9 X10 X11,<class 'numpy.float64'>
0.0037255346818032,Y8 Z9 Y10,<class 'numpy.float64'>
0.0126910243336297,Y8 Z9 Y10 Z11,<class 'numpy.float64'>
-0.2767819359277043,Z8,<class 'numpy.float64'>
0.1042319288872467,Z8 Z11,<class 'numpy.float64'>
0.0966755371194062,Z8 Z10,<class 'numpy.float64'>
0.0002241621331598,Z8 X9 Z10 X11,<class 'numpy.float64'>
0.0002241621331598,Z8 Y9 Z10 Y11,<class 'numpy.float64'>
0.0948076688363328,Z8 Z9,<class 'numpy.float64'>
-0.0453106037617848,Z7,<class 'numpy.float64'>
0.1198422359269217,Z7 Z11,<class 'numpy.float64'>
0.1268446368411385,Z7 Z10,<class 'numpy.float64'>
0.0041113269799034,Z7 X9 Z10 X11,<class 'numpy.float64'>
0.0041113269799034,Z7 Y9 Z10 Y11,<class 'numpy.float64'>
0.0870557523153977,Z7 Z9,<class 'numpy.float64'>
